0,66,5.0
0,152,5.0
0,190,5.0
4,9,5.0
4,15,5.0
4,30,5.0
4,31,2.0
4,33,5.0
4,47,5.0
4,48,4.0
4,59,5.0
4,77,4.0
4,84,5.0
4,87,4.0
4,89,5.0
4,90,5.0
4,102,5.0
4,103,5.0
4,105,5.0
4,107,5.0
4,111,5.0
4,116,5.0
4,117,4.0
4,131,4.0
4,233,5.0
4,280,4.0
4,281,5.0
4,283,5.0
4,392,5.0
4,395,5.0
9,26,4.0
9,87,4.0
9,107,4.0
9,117,5.0
9,118,5.0
12,131,5.0
12,213,5.0
14,4,5.0
14,5,5.0
14,6,5.0
14,7,5.0
14,8,5.0
14,13,5.0
14,15,5.0
14,16,5.0
14,17,5.0
14,18,5.0
14,23,5.0
14,27,4.0
14,28,4.0
14,29,5.0
14,30,5.0
14,35,5.0
14,36,5.0
14,37,5.0
14,39,4.0
14,40,5.0
14,43,5.0
14,52,5.0
14,54,5.0
14,56,5.0
14,57,5.0
14,58,5.0
14,62,5.0
14,66,5.0
14,67,5.0
14,70,4.0
14,71,5.0
14,72,5.0
14,73,5.0
14,74,4.0
14,75,5.0
14,76,5.0
14,77,5.0
14,78,5.0
14,81,5.0
14,82,5.0
14,83,5.0
14,84,5.0
14,85,5.0
14,86,5.0
14,87,5.0
14,89,5.0
14,90,5.0
14,91,5.0
14,92,5.0
14,93,5.0
14,94,4.0
14,95,4.0
14,96,5.0
14,97,5.0
14,98,5.0
14,99,5.0
14,100,5.0
14,101,4.0
14,102,5.0
14,103,5.0
14,104,5.0
14,110,5.0
14,115,5.0
14,119,5.0
14,125,5.0
14,127,5.0
14,190,4.0
14,201,4.0
14,202,5.0
14,203,5.0
14,206,5.0
14,214,5.0
14,217,5.0
14,232,5.0
14,269,5.0
14,270,5.0
14,273,5.0
14,275,5.0
14,288,5.0
14,289,5.0
14,290,5.0
14,291,5.0
14,292,5.0
14,293,5.0
14,297,5.0
14,306,5.0
14,308,5.0
14,309,5.0
14,316,5.0
14,317,4.0
14,318,5.0
14,333,5.0
14,334,5.0
14,336,5.0
14,355,5.0
14,488,5.0
29,66,5.0
29,831,3.0
38,53,5.0
38,110,5.0
96,42,5.0
96,52,5.0
96,55,4.0
96,93,5.0
96,126,5.0
96,216,5.0
96,222,5.0
96,234,5.0
96,311,4.0
96,315,5.0
96,333,5.0
96,343,5.0
96,345,5.0
96,467,4.0
96,533,5.0
96,680,4.0
97,280,5.0
97,542,1.0
97,815,3.0
114,390,5.0
114,452,3.0
114,523,4.0
154,72,5.0
154,94,3.0
164,72,4.0
164,322,4.0
164,396,4.0
171,92,4.0
171,208,3.0
171,865,5.0
179,128,3.0
179,200,4.0
179,389,4.0
179,789,4.0
179,882,4.0
179,931,4.0
220,291,4.0
220,297,5.0
298,94,5.0
298,95,5.0
298,224,4.0
298,339,5.0
298,390,5.0
298,391,5.0
298,596,5.0
436,131,5.0
436,341,3.0
436,753,5.0
513,57,5.0
513,131,5.0
513,158,5.0
594,83,5.0
594,115,5.0
626,380,5.0
626,703,5.0
626,745,5.0
630,52,4.0
630,292,5.0
695,276,5.0
695,536,3.0
728,33,3.0
728,199,4.0
728,280,3.0
728,282,2.0
728,403,5.0
864,213,4.0
864,312,5.0
954,207,1.0
954,293,4.0
954,320,3.0
954,384,4.0
954,781,5.0
962,31,5.0
962,121,1.0
962,578,3.0
962,653,3.0
989,93,4.0
989,262,5.0
989,307,5.0
991,93,5.0
991,224,4.0
991,333,4.0
991,383,3.0
991,384,5.0
991,385,4.0
991,463,4.0
991,679,5.0
991,691,3.0
991,692,5.0
991,693,5.0
991,703,5.0
998,74,2.0
998,211,4.0
998,329,3.0
998,691,5.0
1245,211,1.0
1245,389,4.0
1245,469,5.0
1272,72,1.0
1272,98,4.0
1272,173,2.0
1272,698,5.0
1272,743,3.0
1402,380,5.0
1402,382,5.0
1402,384,2.0
1402,391,5.0
1402,392,4.0
1402,394,5.0
1413,390,4.0
1413,412,4.0
1413,535,2.0
1413,894,3.0
1415,417,5.0
1415,747,1.0
1429,463,5.0
1429,483,2.0
1429,531,2.0
1463,71,1.0
1463,94,4.0
1463,241,1.0
1467,115,4.0
1467,296,5.0
1467,312,5.0
1476,390,4.0
1476,391,4.0
1492,381,5.0
1492,384,5.0
1526,111,5.0
1526,389,5.0
1526,391,5.0
1526,463,4.0
1526,679,5.0
1608,390,4.0
1608,391,4.0
1694,3,5.0
1694,53,5.0
1694,131,4.0
1694,202,5.0
1694,213,5.0
1694,279,5.0
1694,290,5.0
1694,562,5.0
1697,380,4.0
1697,382,4.0
1697,383,3.0
1697,389,5.0
1697,391,5.0
1697,703,5.0
1908,97,5.0
1908,382,5.0
1908,389,5.0
1908,394,5.0
1908,463,5.0
1908,542,2.0
1908,746,4.0
1912,33,4.0
1912,62,5.0
1912,93,5.0
1912,127,5.0
1912,201,3.0
1912,224,4.0
1912,277,3.0
1912,280,4.0
1912,282,5.0
1912,335,3.0
1912,404,4.0
1912,572,2.0
1912,576,2.0
1917,92,5.0
1917,563,1.0
2012,384,5.0
2012,390,4.0
2012,463,5.0
2016,390,5.0
2016,781,3.0
2022,382,3.0
2022,386,4.0
2022,390,3.0
2022,391,4.0
2022,394,4.0
2028,207,4.0
2028,521,4.0
2081,90,4.0
2081,106,3.0
2081,221,4.0
2081,251,5.0
2081,350,3.0
2081,358,2.0
2081,359,1.0
2081,547,2.0
2089,417,3.0
2089,419,3.0
2121,293,5.0
2121,323,1.0
2121,521,3.0
2126,291,4.0
2126,293,5.0
2225,384,4.0
2225,466,5.0
2239,93,5.0
2239,124,4.0
2239,317,4.0
2239,383,3.0
2239,384,5.0
2239,388,4.0
2239,433,4.0
2239,573,2.0
2239,685,3.0
2239,692,5.0
2239,693,3.0
2239,723,4.0
2266,311,3.0
2266,315,4.0
2266,334,5.0
2266,449,4.0
2312,207,5.0
2312,234,4.0
2387,21,1.0
2387,334,3.0
2387,416,5.0
2387,449,5.0
2387,701,2.0
2387,842,4.0
2390,21,4.0
2390,77,4.0
2390,214,5.0
2390,230,4.0
2390,239,3.0
2390,306,3.0
2390,333,5.0
2390,416,4.0
2390,469,5.0
2390,471,5.0
2417,213,5.0
2417,311,5.0
2417,315,5.0
2598,37,5.0
2598,117,5.0
2627,842,5.0
2627,885,4.0
2782,275,5.0
2782,379,5.0
2782,660,5.0
2809,246,3.0
2809,461,3.0
2809,464,4.0
2809,603,1.0
2897,390,5.0
2897,691,5.0
2920,390,4.0
2920,703,4.0
3027,578,5.0
3027,579,5.0
3027,690,5.0
3084,22,2.0
3084,765,1.0
3084,832,5.0
3199,233,5.0
3199,345,5.0
3289,390,4.0
3289,740,4.0
3622,341,3.0
3622,679,5.0
3629,43,4.0
3629,692,4.0
3629,695,3.0
3629,706,5.0
3629,826,2.0
3682,691,5.0
3682,711,2.0
3682,832,4.0
3732,111,3.0
3732,443,4.0
3732,768,4.0
3732,840,4.0
4171,278,4.0
4171,383,3.0
4237,30,5.0
4237,264,4.0
4237,387,3.0
4240,842,3.0
4240,843,4.0
4249,82,5.0
4249,671,1.0
4322,72,1.0
4322,169,4.0
4322,185,3.0
4322,291,2.0
4322,621,3.0
4322,658,5.0
4403,4,5.0
4403,89,5.0
4403,499,4.0
4403,620,4.0
